name,slug,type,state,city,seats,annual_fees,closing_rank_open,nirf_rank,asmi_recommended,course,established_year,hospital_beds,photo,photo_placeholder_color,contact_phone,contact_email,website,address,affiliated_university,opd_daily,bond_years,bond_penalty,hostel_available,asmi_pulse_score,asmi_verdict,description,attached_hospital,nearby_airport,nearby_railway_station,google_location,pg_courses_availability
"GOVERNMENT MEDICAL COLLEGE, KAMAREDDY, TELANGANA",government-medical-college-kamareddy-telangana,Government,Telangana,TELANGANA,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"GOVERNMENT MEDICAL COLLEGE, KODANGAL, TELANGANA",government-medical-college-kodangal-telangana,Government,Telangana,TELANGANA,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"GOVERNMENT MEDICAL COLLEGE, KUMURAM BHEEM ASIFABAD, TELANGANA",government-medical-college-kumuram-bheem-asifabad-telangana,Government,Telangana,TELANGANA,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"GOVERNMENT MEDICAL COLLEGE, MAHABUBNAGAR",government-medical-college-mahabubnagar,Government,Telangana,MAHABUBNAGAR,175,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"GOVERNMENT MEDICAL COLLEGE, NAGARKURNOOL",government-medical-college-nagarkurnool,Government,Telangana,NAGARKURNOOL,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"GOVERNMENT MEDICAL COLLEGE, NIRMAL",government-medical-college-nirmal,Government,Telangana,NIRMAL,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"GOVERNMENT MEDICAL COLLEGE, PARBHANI",government-medical-college-parbhani,Government,Maharashtra,PARBHANI,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"GOVERNMENT MEDICAL COLLEGE, RAJANNA SIRCILLA, TELANGANA",government-medical-college-rajanna-sircilla-telangana,Government,Telangana,TELANGANA,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"GOVERNMENT MEDICAL COLLEGE, SINDHUDURG",government-medical-college-sindhudurg,Government,Maharashtra,SINDHUDURG,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
GOVERNMENT MEDICAL COLLEGE- VIZIANAGARAM,government-medical-college-vizianagaram,Government,Andhra Pradesh,,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"GOVT MEDICAL COLLEGE, NAGAUR",govt-medical-college-nagaur,Government,Rajasthan,NAGAUR,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
GOVT. MEDICAL COLLEGE KATHUA,govt-medical-college-kathua,Government,Jammu & Kashmir,,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"GSVM Medical College, Kanpur",gsvm-medical-college-kanpur,Government,Uttar Pradesh,Kanpur,250,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Gadag Institute of Medical Sciences, Mallasamudra, Gadag",gadag-institute-of-medical-sciences-mallasamudra-gadag,Government,Karnataka,Gadag,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Gajra Raja Medical College, Gwalior",gajra-raja-medical-college-gwalior,Government,Madhya Pradesh,Gwalior,200,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Gandhi Medical College Secunderabad,gandhi-medical-college-secunderabad,Government,Telangana,,250,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Gandhi Medical College, Bhopal",gandhi-medical-college-bhopal,Government,Madhya Pradesh,Bhopal,250,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Gauhati Medical College, Guwahati",gauhati-medical-college-guwahati,Government,Assam,Guwahati,250,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Goa Medical College, Panaji",goa-medical-college-panaji,Government,Goa,Panaji,200,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Goverment Medical College, Kadapa",goverment-medical-college-kadapa,Government,Andhra Pradesh,Kadapa,175,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Allopathic Medical College, Banda, UP",government-allopathic-medical-college-banda-up,Government,Uttar Pradesh,UP,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Dharmapuri Medical College, Dharmapuri",government-dharmapuri-medical-college-dharmapuri,Government,Tamil Nadu,Dharmapuri,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Erode Medical College & Hospital, Perundurai (Formerly IRT Perundurai",government-erode-medical-college-hospital-perundurai-formerly-irt-perundurai,Government,Tamil Nadu,Perundurai (Formerly IRT Perundurai,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Institute of Medical Sciences , Greater Noida",government-institute-of-medical-sciences-greater-noida,Government,Uttar Pradesh,Greater Noida,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu",government-medical-college-esic-hospital-coimbatore-tamilnadu,Government,Tamil Nadu,TamilNadu,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College & Hospital (Renamed as Bhima Bhoi Medical College & H,government-medical-college-hospital-renamed-as-bhima-bhoi-medical-college-h,Government,Odisha,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College & Hospital (Renamed as Fakir Mohan Medical College &,government-medical-college-hospital-renamed-as-fakir-mohan-medical-college,Government,Odisha,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College & Hospital, Baramati",government-medical-college-hospital-baramati,Government,Maharashtra,Baramati,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College & Super facility Hospital, Azamgarh",government-medical-college-super-facility-hospital-azamgarh,Government,Uttar Pradesh,Azamgarh,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College (Bharat Ratna Shri Atal Bihari Vajpyee Memorial Med.,government-medical-college-bharat-ratna-shri-atal-bihari-vajpyee-memorial-med,Government,Chattisgarh,,125,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College (Institute of Integrated Medical Sciences), Yakkara,",government-medical-college-institute-of-integrated-medical-sciences-yakkara,Government,Kerala,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.), Ha",government-medical-college-prev-uttarakhand-forest-hospital-trust-med-col-ha,Government,Uttarakhand,Ha,125,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College ,Tiruppur",government-medical-college-tiruppur,Government,Tamil Nadu,Tiruppur,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Ambernath,government-medical-college-ambernath,Government,Maharashtra,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Banswara,government-medical-college-banswara,Government,Rajasthan,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Baran,government-medical-college-baran,Government,Rajasthan,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Bhadradri Kothagudem,government-medical-college-bhadradri-kothagudem,Government,Telangana,,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Buldhana,government-medical-college-buldhana,Government,Maharashtra,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Chittorgarh,government-medical-college-chittorgarh,Government,Rajasthan,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Idukki,government-medical-college-idukki,Government,Kerala,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Jalna,government-medical-college-jalna,Government,Maharashtra,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Kallakurichi,government-medical-college-kallakurichi,Government,Tamil Nadu,,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Kasaragod,government-medical-college-kasaragod,Government,Kerala,,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Krishnagiri,government-medical-college-krishnagiri,Government,Tamil Nadu,,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Nagapattinam,government-medical-college-nagapattinam,Government,Tamil Nadu,,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College Phulbani, Kandhamal",government-medical-college-phulbani-kandhamal,Government,Odisha,Kandhamal,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Purnea,government-medical-college-purnea,Government,Bihar,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Ramagundam,government-medical-college-ramagundam,Government,Telangana,,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Ramanathapuram,government-medical-college-ramanathapuram,Government,Tamil Nadu,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Sangareddy Telangana,government-medical-college-sangareddy-telangana,Government,Telangana,,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Satna,government-medical-college-satna,Government,Madhya Pradesh,,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Seoni,government-medical-college-seoni,Government,Madhya Pradesh,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Srikakulam,government-medical-college-srikakulam,Government,Andhra Pradesh,,200,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical College Washim,government-medical-college-washim,Government,Maharashtra,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College and Hospital, Osmanabad",government-medical-college-and-hospital-osmanabad,Government,Maharashtra,Osmanabad,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College and Hospital, Satara, 467, Sadar Bazar Camp, Satara p",government-medical-college-and-hospital-satara-467-sadar-bazar-camp-satara-p,Government,Maharashtra,Satara p,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College and Hospitals, Mumbai",government-medical-college-and-hospitals-mumbai,Government,Maharashtra,Mumbai,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Akola",government-medical-college-akola,Government,Maharashtra,Akola,200,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Alibag",government-medical-college-alibag,Government,Maharashtra,Alibag,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Ambikapur (Surguja), Chhattisgarh",government-medical-college-ambikapur-surguja-chhattisgarh,Government,Chattisgarh,Chhattisgarh,125,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Amritsar",government-medical-college-amritsar,Government,Punjab,Amritsar,250,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Anantapuramu",government-medical-college-anantapuramu,Government,Andhra Pradesh,Anantapuramu,200,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Anantnag",government-medical-college-anantnag,Government,Jammu & Kashmir,Anantnag,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Aurangabad",government-medical-college-aurangabad,Government,Maharashtra,Aurangabad,200,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Badaun, U.P.",government-medical-college-badaun-u-p,Government,Uttar Pradesh,U.P.,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Baramulla",government-medical-college-baramulla,Government,Jammu & Kashmir,Baramulla,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Barmer",government-medical-college-barmer,Government,Rajasthan,Barmer,130,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Bettiah",government-medical-college-bettiah,Government,Bihar,Bettiah,120,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Bhandara",government-medical-college-bhandara,Government,Maharashtra,Bhandara,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Bharatpur, Rajasthan",government-medical-college-bharatpur-rajasthan,Government,Rajasthan,Rajasthan,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Bhavnagar, Gujarat",government-medical-college-bhavnagar-gujarat,Government,Gujarat,Gujarat,200,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Bhilwara, Rajasthan",government-medical-college-bhilwara-rajasthan,Government,Rajasthan,Rajasthan,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Bundi, Rajasthan",government-medical-college-bundi-rajasthan,Government,Rajasthan,Rajasthan,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Chandigarh",government-medical-college-chandigarh,Government,Chandigarh,Chandigarh,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Chandrapur",government-medical-college-chandrapur,Government,Maharashtra,Chandrapur,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Chhindwara, MP",government-medical-college-chhindwara-mp,Government,Madhya Pradesh,MP,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Churu",government-medical-college-churu,Government,Rajasthan,Churu,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Datia, MP",government-medical-college-datia-mp,Government,Madhya Pradesh,MP,120,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Dholpur",government-medical-college-dholpur,Government,Rajasthan,Dholpur,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Dungarpur",government-medical-college-dungarpur,Government,Rajasthan,Dungarpur,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Ernakulam",government-medical-college-ernakulam,Government,Kerala,Ernakulam,110,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Faizabad",government-medical-college-faizabad,Government,Uttar Pradesh,Faizabad,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Firozabad",government-medical-college-firozabad,Government,Uttar Pradesh,Firozabad,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Gadchiroli",government-medical-college-gadchiroli,Government,Maharashtra,Gadchiroli,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Gondia",government-medical-college-gondia,Government,Maharashtra,Gondia,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Hingoli",government-medical-college-hingoli,Government,Maharashtra,Hingoli,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Jaisalmer",government-medical-college-jaisalmer,Government,Rajasthan,Jaisalmer,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Jalgaon",government-medical-college-jalgaon,Government,Maharashtra,Jalgaon,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Jammu",government-medical-college-jammu,Government,Jammu & Kashmir,Jammu,201,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Jangaon, Telangana",government-medical-college-jangaon-telangana,Government,Telangana,Telangana,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Jayashnakar Bhupalpally, Telangana",government-medical-college-jayashnakar-bhupalpally-telangana,Government,Telangana,Telangana,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Jogulamba Gadwal",government-medical-college-jogulamba-gadwal,Government,Telangana,Jogulamba Gadwal,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Kanker",government-medical-college-kanker,Government,Chattisgarh,Kanker,125,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Kannauj",government-medical-college-kannauj,Government,Uttar Pradesh,Kannauj,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Karauli",government-medical-college-karauli,Government,Rajasthan,Karauli,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Karimnagar, Telangana",government-medical-college-karimnagar-telangana,Government,Telangana,Telangana,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Karur",government-medical-college-karur,Government,Tamil Nadu,Karur,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Keonjhar",government-medical-college-keonjhar,Government,Odisha,Keonjhar,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Khandwa, MP",government-medical-college-khandwa-mp,Government,Madhya Pradesh,MP,120,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Kota",government-medical-college-kota,Government,Rajasthan,Kota,250,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Kottayam",government-medical-college-kottayam,Government,Kerala,Kottayam,175,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Kozhikode, Calicut",government-medical-college-kozhikode-calicut,Government,Kerala,Calicut,250,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Latur",government-medical-college-latur,Government,Maharashtra,Latur,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Mahabubabad, Telangana",government-medical-college-mahabubabad-telangana,Government,Telangana,Telangana,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Maheshwaram",government-medical-college-maheshwaram,Government,Telangana,Maheshwaram,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Manjeri, Malapuram Dist.",government-medical-college-manjeri-malapuram-dist,Government,Kerala,Malapuram Dist.,110,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Medak",government-medical-college-medak,Government,Telangana,Medak,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Miraj",government-medical-college-miraj,Government,Maharashtra,Miraj,200,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Mulugu",government-medical-college-mulugu,Government,Telangana,Mulugu,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Nagpur",government-medical-college-nagpur,Government,Maharashtra,Nagpur,250,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Nahan, Sirmour H.P.",government-medical-college-nahan-sirmour-h-p,Government,Himachal Pradesh,Sirmour H.P.,120,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Nalgonda",government-medical-college-nalgonda,Government,Telangana,Nalgonda,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Namakkal",government-medical-college-namakkal,Government,Tamil Nadu,Namakkal,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Nandurbar",government-medical-college-nandurbar,Government,Maharashtra,Nandurbar,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Narayanpet",government-medical-college-narayanpet,Government,Telangana,Narayanpet,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Narsampet",government-medical-college-narsampet,Government,Telangana,Narsampet,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Nashik and Maharashtra Post Graduate Institute of Me",government-medical-college-nashik-and-maharashtra-post-graduate-institute-of-me,Government,Maharashtra,Nashik and Maharashtra Post Graduate Institute of Me,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Nizamabad",government-medical-college-nizamabad,Government,Telangana,Nizamabad,120,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Omandurar",government-medical-college-omandurar,Government,Tamil Nadu,Omandurar,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Paderu, Visakhapatnam, AP",government-medical-college-paderu-visakhapatnam-ap,Government,Andhra Pradesh,AP,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Pali, Rajasthan",government-medical-college-pali-rajasthan,Government,Rajasthan,Rajasthan,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Parippally, Kollam",government-medical-college-parippally-kollam,Government,Kerala,Kollam,110,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Patiala",government-medical-college-patiala,Government,Punjab,Patiala,250,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Pudukottai, Tamil Nadu",government-medical-college-pudukottai-tamil-nadu,Government,Tamil Nadu,Tamil Nadu,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Qutbullapur",government-medical-college-qutbullapur,Government,Telangana,Qutbullapur,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Rajouri, J&K",government-medical-college-rajouri-j-k,Government,Jammu & Kashmir,J&K,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Rampur, Basti",government-medical-college-rampur-basti,Government,Uttar Pradesh,Basti,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Ratlam",government-medical-college-ratlam,Government,Madhya Pradesh,Ratlam,180,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Shahdol, MP",government-medical-college-shahdol-mp,Government,Madhya Pradesh,MP,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Shahjahanpur, UP",government-medical-college-shahjahanpur-up,Government,Uttar Pradesh,UP,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Shivpuri",government-medical-college-shivpuri,Government,Madhya Pradesh,Shivpuri,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Siddipet",government-medical-college-siddipet,Government,Telangana,Siddipet,175,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Srinagar",government-medical-college-srinagar,Government,Jammu & Kashmir,Srinagar,200,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Surat",government-medical-college-surat,Government,Gujarat,Surat,250,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Suryapet",government-medical-college-suryapet,Government,Telangana,Suryapet,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, The Nilgiris",government-medical-college-the-nilgiris,Government,Tamil Nadu,The Nilgiris,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Thiruvallur",government-medical-college-thiruvallur,Government,Tamil Nadu,Thiruvallur,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Thrissur",government-medical-college-thrissur,Government,Kerala,Thrissur,175,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Vidisha, MP",government-medical-college-vidisha-mp,Government,Madhya Pradesh,MP,180,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Vikarabad, Telangana",government-medical-college-vikarabad-telangana,Government,Telangana,Telangana,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Virudhunagar",government-medical-college-virudhunagar,Government,Tamil Nadu,Virudhunagar,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Wayanad",government-medical-college-wayanad,Government,Kerala,Wayanad,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College, Yadadri",government-medical-college-yadadri,Government,Telangana,Yadadri,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College,Ariyalur",government-medical-college-ariyalur,Government,Tamil Nadu,Ariyalur,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College,Dindigul",government-medical-college-dindigul,Government,Tamil Nadu,Dindigul,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical College,Jagtial",government-medical-college-jagtial,Government,Telangana,Jagtial,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical college Haridwar,government-medical-college-haridwar,Government,Uttarakhand,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
Government Medical college Sawai Madhopur,government-medical-college-sawai-madhopur,Government,Rajasthan,,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical college, Jajpur (JKMC), Odisha",government-medical-college-jajpur-jkmc-odisha,Government,Odisha,Odisha,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Medical college, Sirohi, Rajasthan",government-medical-college-sirohi-rajasthan,Government,Rajasthan,Rajasthan,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Siddhartha Medical College, Vijayawada",government-siddhartha-medical-college-vijayawada,Government,Andhra Pradesh,Vijayawada,175,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Sivagangai Medical College, Sivaganga",government-sivagangai-medical-college-sivaganga,Government,Tamil Nadu,Sivaganga,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Tiruvannamalai Medical College, Tiruvannamalai",government-tiruvannamalai-medical-college-tiruvannamalai,Government,Tamil Nadu,Tiruvannamalai,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Vellore Medical College, Vellore",government-vellore-medical-college-vellore,Government,Tamil Nadu,Vellore,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government Villupuram Medical College, Villupuram",government-villupuram-medical-college-villupuram,Government,Tamil Nadu,Villupuram,100,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government medical college, Nandyal, Andhra Pradesh",government-medical-college-nandyal-andhra-pradesh,Government,Andhra Pradesh,Andhra Pradesh,150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Government medical college, Tonk",government-medical-college-tonk,Government,Rajasthan,Tonk,50,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
"Governmet Medical College, Ongole (previously, Rajiv Gandhi Institute of Medical Sciences,Ongole, AP)",governmet-medical-college-ongole-previously-rajiv-gandhi-institute-of-medical-sc,Government,Andhra Pradesh,AP),150,,,,False,MBBS,,,,#15803d,,,,,,,,,,,,,,,,,
